Nama Wisata,final_text,score,sentiment
Pantai Bandealit,sayang bamyak fasilitas rusak tdk rawat,1,negatif
Pantai Bandealit,asrialami,3,netral
Pantai Bandealit,josss,3,netral
Pantai Bandealit,klu emang cinta alam datang bandealit,3,netral
Pantai Bandealit,bersih alami akses jalan rusaktidak saran pakai motor metic,5,positif
Pantai Bandealit,tempat indah sekalisemoga asri penuh juang,5,positif
Pantai Bandealit,kali pantai bande alit taman nasional meru betiri suasana sejuk polusi udara suara suara alam manja telinga pandang manja mata pantai manja mata bersih sampah betah lamalama fotofoto keluarga asah skill masuk kena biaya apa pulang gratis tau tempuh ambulu lokasi medan uras tenaga akses masuk meru betiri pantai bande alit rusak aspal banyak bebatuan bekas aspal aspal,1,negatif
Pantai Bandealit,surga sembunyi,5,positif
Pantai Bandealit,pantai bagus bersih akses jalan pantai yg wuhuuu nan bergeronjal tempuh jalan yg kilo yg alergi getar saran akses jalan mulus,3,netral
Pantai Bandealit,pantai bagus debur ombak gulung cocok jadi wisata keluarga,5,positif
Pantai Bandealit,suka suka suka banget pantai bersih sampah mas sepi asri serasa milik pribadi pantai masuk hutan sayang akses kesana rusak berat pakai motor bener bener ekstrim pantai mukim,1,negatif
Pantai Bandealit,tempat natural bersih alami banget,3,netral
Pantai Bandealit,bersihperjalannannya susah aspal rusak,1,negatif
Pantai Bandealit,indah,5,positif
Pantai Bandealit,surga sembunyi hnya akses jalan nya yg sulit,5,positif
Pantai Bandealit,pantanya alami asri,3,netral
Pantai Bandealit,bandealit goa bandealit wkwkwk,3,netral
Pantai Bandealit,bersihasrienak nyantai,3,netral
Pantai Bandealit,pantai relatif bersih yasebenarnya wisata cocoklebih masuk tualang tipisaksesnya beratbagi mula ajak pandu minimal yg lokasi nama tualang yadisana sebwnarnya kamar mandi wctapi sayang kunciuntuk teman yg pantai nyampah ya,1,negatif
Pantai Bandealit,bagus tmpatnya sayangjalanya hancur,5,positif
Pantai Bandealit,balik tualang yg tantang bersit indah pandang,3,netral
Pantai Bandealit,beautiful natural beach if you are an offroader youll love it,3,netral
Pantai Bandealit,ngecamp yg tenaga ekstra unt kesanacma awat aja fasilitas,3,netral
Pantai Bandealit,jalan nya harap baik post smpai tuju jalan batu pdhl wisata harap baik,1,negatif
Pantai Bandealit,pantai letak taman nasional meru betiri pantai terletah km pintu masuk perijinan taman nasional meru betiri jalan aspal rusak tanah bebatuan,1,negatif
Pantai Bandealit,pantai indah asri,3,netral
Pantai Bandealit,tempat asri enak resfhesing,5,positif
Pantai Bandealit,gak layak utk jalan mobilaksesnya butuh jamampunnn dah,3,netral
Pantai Bandealit,moga unik fasilitas dukung,5,positif
Pantai Bandealit,pantai bandealit golong pantai asri campur tangan manusia pantai kawasan taman nasional tn merubetiri akses sulit kilometer susur jalan bukit bebatuan salah alas unjung malas jadi pantai sungguh indah nampak alami,1,negatif
Pantai Bandealit,pantai yg indah sayang akses jalan buruk,1,negatif
Pantai Bandealit,tdk recomended lokasi jalan rusak parah,1,negatif
Pantai Bandealit,super hati jalan makadam sempit terjal kanan kiri tebing jurang pake mobil minimal handal lokasi pantai nya indah kagum perawan sentuh tangan,1,negatif
Pantai Bandealit,pantai taman nasional meru betiri pantai indah sayang fasilitas toilet pada akses jalan susah capai lokasi pantai,1,negatif
Pantai Bandealit,pantai eksotis alami bersih jalur kesana tantang jalan rusak bau yg lelah kendara sepeda motor,1,negatif
Pantai Bandealit,mantappppppp,3,netral
Pantai Bandealit,lepas lelah pikir hilang penat jalan penuh liku jalan penuh tantang extra tangkas kemudimantap jek pantai asrialami natural bagus pasir hitam bersih sampah keliling bukit padas lingkar pantai debur laut samudra lepasistimewapantai bangga kabupaten jember perawan lokasi jam jantung kota jember arah selatan masuk hutan taman nasional meru betiri wilayah kebun ptp xii kilometer desa dekat andongrejo camat tempurejo,1,negatif
Pantai Bandealit,pantai bagus jalan kesana parah banget taman nasional perintah pake diam aja bangun jalan pake dana apbn,1,negatif
Pantai Bandealit,menyenangkanpantainya bersihmasih sepi jalan sih yg susahbatu batu,1,negatif
Pantai Bandealit,pantai asri akses jalan yg sulit,1,negatif
Pantai Bandealit,saran kalo pantai mending enak pakai motor trail mobil offroadpantainya sepi cocok yg suka keheningandan sampah faktor alam overall joss banget recomended yg suka tualang,1,negatif
Pantai Bandealit,jalan extreem,3,netral
Pantai Bandealit,nature still,3,netral
Pantai Bandealit,there was no toilet,3,netral
Pantai Bandealit,pantai bagus cuman akses kesana lumayan extreme pake mtb,3,netral
Pantai Bandealit,bupati cinta meja jember destinasi wisata pantai baik infrastrukturjaln nya parahjangan lamban serap anggar negara,1,negatif
Pantai Bandealit,pantai bandealit letak kawasan taman nasional meru betiri pantai alami indah jauh perahu nelayan pandang tambah kesan lokasi siap fisik yg track jalan batu naikturun gunung tikung tajam lewat hutan sungai kebun jumpa km pintu gerbang kondisi kendara timbang juang bayar tatkala cantik pesona pantai bandealit,1,negatif
Pantai Bandealit,bagus pantai jalan susah,3,netral
Pantai Bandealit,obyek wisata tn meru betiri spot pancing baik,3,netral
Pantai Bandealit,akses jln berat pantai msh virgin,1,negatif
Pantai Bandealit,pandang bagus lewat hutan asri,3,netral
Pantai Bandealit,sunrise yg indah,5,positif
Pantai Bandealit,pantai yg alami tp sayang blm kelola dgn baek jd gak tarik wisatawan jalan yg tempuh kesini extreme,1,negatif
Pantai Bandealit,pantai indah asri tenang privat kendara roda rute uras tenaga jalan tanjak makadam km kendara offroad saran mobil pasti kendara fit,3,netral
Pantai Bandealit,asri asli bersih indah adil makmur wkwkwk,5,positif
Pantai Bandealit,lmi bangat,3,netral
Pantai Bandealit,kesini saran pakai motor matic jalan alamiah pakai matic mesin cium batu musim hujan jalan extrim cocok suka tantang,3,netral
Pantai Bandealit,akses kesana sulit pandang lumayan lahhh,1,negatif
Pantai Bandealit,jalan aspal pantai km tanjak km turun batu,1,negatif
Pantai Bandealit,pantai indah tenang sampah recommended sayang akses masuk sulit jalan bebatuan sulit musim hujan harap signal telepon seluler,1,negatif
Pantai Bandealit,privasi expose orang yg indah tenang pantai,3,netral
Pantai Bandealit,wisata alam yg d lestari sayang banget jala tusak awat,5,positif
Pantai Bandealit,pantai lumayan sulit jangkau jalan bebatuan,1,negatif
Pantai Bandealit,alami n bersih,5,positif
Pantai Bandealit,pantai indah bilang pantai perawan akses sulit pantai alami jarang jamah unjung tanggung,1,negatif
Pantai Bandealit,bagus asri,5,positif
Pantai Bandealit,tempt backpakeer yg suka tantang coz akses jln yg sulit gaees cocok mncing champ jgak low tetep hati yah coz ombk nya ganas banget,1,negatif
Pantai Bandealit,pantai indah pantai alami pantai perawan debur ombak libas pasir pantai nikmat sunyi ekor kera babi hutan mudah jumpa seberang danau pinggir pantai niat lokasi kuat mental infrastruktur yg rusak jalan lokasi rusak parah lokasi isolasi saran brtangkat pagi pulang sore jalan,1,negatif
Pantai Bandealit,back to nature tempat,3,netral
Pantai Bandealit,pantai indah pandang nya,1,negatif
Pantai Bandealit,wajib kunjung,5,positif
Pantai Bandealit,pantai bagus bersih recommended bagus akses jalan baik,5,positif
Pantai Bandealit,bagus banget akses nya bu bupati tolong ya,5,positif
Pantai Bandealit,mlakukan kemah dll,3,netral
Pantai Bandealit,bagus pantai kotor sampah tulis i love bandialit jalan pantai lumayan uji niat,1,negatif
Pantai Bandealit,bagus akses susah,5,positif
Pantai Bandealit,alami indah kaya biodiversitasnya,5,positif
Pantai Bandealit,sayang pantai susah akses dilema kalo jalan baik pantai masuk tn meru betiri rusak lingkung,1,negatif
Pantai Bandealit,sulit medan,3,netral
Pantai Bandealit,bandealit,3,netral
Pantai Bandealit,sejuk msh alami,3,netral
Pantai Bandealit,pantai sih relatif muara sungai potensi sayang akses jalan siksa badan kendara,3,netral
Pantai Bandealit,pantai bagus jalan rusak parah,1,negatif
Pantai Bandealit,pantai luas pandang bagus akses yg baik,1,negatif
Pantai Bandealit,bandealit aman damai santuntapi jalan nyaman kecuali jeep,5,positif
Pantai Bandealit,jalan rusak parah,1,negatif
Pantai Bandealit,indah spot mancing mania jember,5,positif
Pantai Bandealit,top,5,positif
Pantai Bandealit,suka banget pantai asri duduk ramah moga jalan baik unjung wisata,1,negatif
Pantai Bandealit,pantai indah asri banget kali kesna langsung sukaklau jalan bagus ksna deh mohon perintah daerah baik akses kesnasayang skali krna jlannya rusak bdanq jd skit smua,1,negatif
Pantai Bandealit,jalan kesana sulit jalan bebatuan,3,netral
Pantai Bandealit,amazing sitemust go,3,netral
Pantai Bandealit,akses kesana baik jalan bebatuan bikin orang malas kesana pantai baguz,1,negatif
Pantai Bandealit,pantai indah alami mohon sadar unjung bawa sampah bekas makan minum pantai milik tugas bersih mari jaga kelak asri,1,negatif
Pantai Bandealit,pantai indah sentuh kait,1,negatif
Pantai Bandealit,sip,3,netral
Pantai Bandealit,moga jala bagusin wisatawan,1,negatif
Pantai Bandealit,beautiful scenery but bad roads,3,netral
Pantai Bandealit,milik garis pantai yg pasir putih dgn ombak khas pantai selatan jawa fasilitas toilet jalan pantai pos tiket km dgn tembus hutan penuh dgn batu kelok tanjak kadang turun jam mobil dr pos tiket bibir pantai mobil dgn spek jeep pantai,1,negatif
Pantai Bandealit,pante nya indah,5,positif
Pantai Bandealit,suasana asri,5,positif
Pantai Bandealit,akses jalan rusak hambat orang kesini pantai bagus,1,negatif
Pantai Bandealit,great place wit km offroad nice,5,positif
Pantai Bandealit,desakuu,3,netral
Pantai Bandealit,tinggal cinta,3,netral
Pantai Bandealit,jalan nya blum tantang,3,netral
Pantai Bandealit,penasaran bandealit akses jalan tantang pikir kali nih kesana,3,netral
Pantai Bandealit,pantai indah moga bu faida bangun cottage wisata jember go internasional,1,negatif
Pantai Bandealit,akses jalan sulit bayar pantai alami jalan muara sungai cano,3,netral
Pantai Bandealit,awesome,3,netral
Pantai Bandealit,jerah tuk kesana,3,netral
Pantai Bandealit,besar pantai indah sayang jalan jalan tol ngantol,3,netral
Pantai Bandealit,tempat indah polusi jalan jala rusak berat medan sulit mohon perintah jalan listrik utk warga,3,netral
Gn. Pringitan,gaada pungli cmn perlu bayar parkir ribu trs vegetasi nya cukup tutup asri banget pas sunset pandang nya bagus view atas lihat sangat indah cmn perlu daki menit an sayang gunung sepi bgt padahal gunung bagus,1,negatif
Gn. Pringitan,puncak pringgitan,3,netral
Gn. Pringitan,wow,5,positif
Gn. Pringitan,bagus buat latih camping,3,netral
Gn. Pringitan,per tanggal mei masuk motor orang bayar k buat parkir,1,negatif
Gn. Pringitan,semi gunung hadap langsung kota,3,netral
Gn. Pringitan,lumayan bagus,5,positif
Gn. Pringitan,tysm for days,3,netral
Gn. Pringitan,kalau definisi naik gunung puncak pringgitan lumayan seru tak terlalu terjal cukup butuh stamina anak cukup kuat ajak daki kawan monyet malu intip daki harap sawer makan tambah seru buat anak warga jumpa ramah pelit informasi kamar mandi jalan tanjak puncak tempat parkir usaha punya warga puncak pringgitan papar bentang kota ponorogo puncak pringgitan akan ada atas awan maa syaa allah subhanallah pringgitan agustus,3,netral
Gn. Pringitan,best,3,netral
Gn. Pringitan,daki,3,netral
Gn. Pringitan,pandang yg indah,3,netral
Gn. Pringitan,bukit pringgitan,3,netral
Gn. Pringitan,josss mski tdk trlaku tinggi tpi indah sgt mngsankan,5,positif
Gn. Pringitan,perlu banyak share,3,netral
Gn. Pringitan,goa sama air terjun mini lo kalau tau rute,3,netral
Gn. Pringitan,sini tempan nya indahh lihat pandang,1,negatif
Gn. Pringitan,aku bingung arah sih y gpp lah sini aj dh bagus,5,positif
Gn. Pringitan,tempat bekas wisata bengkalai,1,negatif
Gn. Pringitan,nama hutan tentu banyak pohon lebat subur rest area safar tempat parkir sangat luas olah raga trabas hutan jalan kaki naik sepeda maupun motor suka suka overall bagus lah buat nyepi sendiri udah bosen suasana kota kemari,3,netral
Gn. Pringitan,mau piknik sama keluarga cari suasana beda dihutam kucur rindang segar,5,positif
Gn. Pringitan,pandang asri suasana alam sangat asa udara segar,5,positif
Gn. Pringitan,cocok utk terminal gowes sejuk kuliner completed,3,netral
Gn. Pringitan,jalan dah bagus,5,positif
Gn. Pringitan,mantap,5,positif
Gn. Pringitan,tempat main masa kecil dulu kolam renang,1,negatif
Gn. Pringitan,punya kenang puluh tahun lalu prnh kesana sama klga besar nyari cacil,3,netral
Gn. Pringitan,suejuuuk,3,netral
Gn. Pringitan,nyaman buat istirahat,3,netral
Gn. Pringitan,ws sui ra dolan neng kucur,5,positif
Gn. Pringitan,tempat sejuk,3,netral
Gn. Pringitan,gunung bagus recommended buat siapa aja asal tetap jaga lestari alam,3,netral
Gn. Pringitan,gunung sangat rekomen buat daki bukan pendak menit puncak view ora guwak kawan,1,negatif
Gn. Pringitan,pandang sangat indah pagi lihat sunrise sore nikmat langit senja mere merah malam hampar bintang tawan lampu lampu rumah duduk bawah jalan daki menit htm parkir rb nb bawa turun sampah,5,positif
Gn. Pringitan,pringgitan milik pandang epic,1,negatif
Gn. Pringitan,alam pesona kalau malam pandang lampu malam kota ponorogo amat indah cek foto ig azis ashry,5,positif
Gn. Pringitan,tempat indah lihat view kabupaten ponorogo atas sangat tarik cocok daki mula,5,positif
Gn. Pringitan,hill or mountain tour pringgitan is the most suitable tourist spot for hikers or just camping the natural atmosphere is still natural and also very calm the air is cool with many still many pine trees add to the natural atmosphere from here we can see the whole city of ponorogo especially when at night with city lights add beauty but on the other hand there are shortcomings namely for garbage that sometimes still exists in nature like this i hope the management around can provide a trash bin to reduce the existing pollution thank you,5,positif
Gn. Pringitan,walaupun lelah alam pertama bayar lunas puncak lihat indah cipta tuhan,5,positif
Gn. Pringitan,jalan nya banyak baik mudah akses tempat sedia tempat parkir dapat mushalla pos camp nya tempat dekat puncak nyaman guna nge camp apabila kalian tempat musim kemarau memang hijau musim hujan gersang baru jalan beberapa meter kalian lihat keliling suguh view sangat indah pesan jangan sekal tinggal sampah tempat sangat menganggu kenyam lain tetap jaga lestari bumi,3,netral
Gn. Pringitan,keren bangeeeet,5,positif
Gn. Pringitan,jalan tuju pringgitan yg sekarang bnyak baru mudah daki nikmat senja,3,netral
Gn. Pringitan,hutan wisata kucur lokasi camat badegan sangat asri pandang sangat hijau alami pohon nan hijau udara sejuk tambah suasa kucur romantis sangat cocok kumpul bersantaibswrta libur sama handai taul sanak keluarga hutan wisata kucur penuh warung warung sederhana aneka minum makan khas kucur harga relatif murah manja lidah pengunjunf recomended,5,positif
Gn. Pringitan,tempat alami pohon lebat udara sejuk pandang taman bagus cocok buat libur keluarga,1,negatif
Gn. Pringitan,enak buat yg lg kasmaran,3,netral
Gn. Pringitan,suasana nya segar asri,5,positif
Gn. Pringitan,jalan nya pada,3,netral
Gn. Pringitan,jala nanjak tp bayar rasa lelah pandang yg bagus,3,netral
Gn. Pringitan,lumayan buat tiktok low,1,negatif
Gn. Pringitan,bagus alam,5,positif
Gn. Pringitan,sunset move on tempat ngadem alam paling deket ponorogo kota,1,negatif
Gn. Pringitan,cocok tadabbur alam latih daki,3,netral
Gn. Pringitan,sunrise nya bagus sekali,5,positif
Gn. Pringitan,alam pertama muncak bikin tagih klo kesana jalan gc terlalu sulit,3,netral
Gn. Pringitan,pandang takjub,1,negatif
Gn. Pringitan,lumayan buat habis malam sama kawan tunggu sunrise ponorogo,1,negatif
Gn. Pringitan,datang musim hujan musim kering peringgitan nampak kering gersang cukup daki lama menit puncak tap gunung pringgitan,3,netral
Gn. Pringitan,mantap banget,5,positif
Gn. Pringitan,sepeda naik atas,1,negatif
Gn. Pringitan,akhir ksini sma tman pdkt ank jetis syg blm jodoh huhu,3,netral
Gn. Pringitan,biar bintang yg nilai sayakurang pas sama kelola beda unjung desa sama luar desa luar kota sayang pas kunjung sama keluaraga meski bilang orang tetep parkir tarik kekecewan makanya bintang pesan buat kelola kali unjung bebas parkir masyarakat buat meramekan lihat rame jangan pakai aji mumpung kalau parkir yg akirnya wisata jadi sepi,1,negatif
Gn. Pringitan,tempat sangat awat wahana apa apa jalan sangat buruk,3,netral
Gn. Pringitan,pandang sangat bagus,3,netral
Gn. Pringitan,udah tutup tempat sepi tak awat,1,negatif
Gn. Pringitan,mati suri sepi bahak jalan tuju lokasi gunung beruk banyak ilalang,1,negatif
Gn. Pringitan,bagus,5,positif
Gn. Pringitan,awal kesini iseng pas pulang puncak kuik gajah mampir deket gitu jalan lumayan lah jalan tuju lokasi makin sempit naik duduk ramah lokasi parkir mobil sepeda motor mobil k k sepeda motor tiket masuk gunung beruk k betul pas kesana gak bayar jarak parkir pendopo gunung beruk gak jauh jalan kaki mungkin meter nyata smp lokasi sangat milu bekas panggung bekas pendopo besar bekas gazebo ayun banyak yg rusak bengkalai bekas rumah burung rumah pohon kamar mandi lama gak kelola mungkin efek pandemi warung nya tutup kasih bintang dulu moga pandemi lalu tempat kelola dgn baik jadi destinasi wisata ponorogo,1,negatif
Gn. Pringitan,tempat wisata gunung beruk sangat sayang kurang ada awat jadi fasilitas yg gunung banyak yg rusak,3,netral
Gn. Pringitan,bagus sayang toilet gada air trs yg jual minum snack dah gada,3,netral
Gn. Pringitan,kali kesini banyak sekali ubah jalan mulai baik banding pertama kali kesini fasilitas toilet musholla tiket murah tiket masuk rp parkir motor rp fasilitas parkir bagus lindung nya jaga waktu kesini sempat beli nasi goreng tiwul cuma rp enak jual banyak spot foto sini include tiket masuk jadi spot foto tarik biaya,5,positif
Gn. Pringitan,buah tempat senang libur sama pasang maupun keluarga love you ponorogo,5,positif
